Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
AESTHETIK,SM,71.5,0,123.12,0.01,0.01
LAXMICOT,EQ,13.66,1.79,23.42,0.05,0.01
MBLINFRA,EQ,24.51,-0.41,373.85,0.03,0.01
AGRITECH,EQ,102.2,-3.12,60.71,0.01,0.01
GLOBE,EQ,2.01,1.01,90.53,0.35,0.01
MALLCOM,EQ,981.95,1.28,612.74,0,0.01
BASML,BE,24.03,-2.87,192.05,0.03,0.01
JETFREIGHT,EQ,22.78,2.47,105.71,0.03,0.01
HEALTHAXIS,EQ,168.4,0.35,25.34,0,0.01
BEARDSELL,EQ,25.04,1.29,98.75,0.03,0.01
TVVISION,BE,3.95,-4.82,15.3,0.17,0.01
ORIENTALTL,EQ,5.11,-0.39,37.56,0.13,0.01
EMULTIMQ,EQ,42.25,-0.09,32.08,0.02,0.01
AGROPHOS,EQ,27.99,2.41,56.75,0.02,0.01
INVENTURE,EQ,0.92,0,96.6,0.73,0.01
TOTAL,EQ,64.98,1.26,104.79,0.01,0.01
OPTIFIN,EQ,12,1.27,89.67,0.06,0.01
SHRJAGP,EQ,720.3,-5.41,630.84,0,0.01
HALEOSLABS,EQ,1479.5,-0.33,447.3,0,0.01
ADDICTIVE,SM,43.8,3.91,69.68,0.01,0.01
BSHSL,EQ,91,2.3,954.93,0.01,0.01
LTGILTCASE,EQ,30.65,-0.16,118.93,0.02,0.01
SUNSHIEL,EQ,1280,1.76,1125.74,0,0.01
NBIFIN,EQ,2085,-0.36,616.09,0,0.01
MEGASTAR,EQ,307.35,-2.61,347.11,0,0.01
ECAPINSURE,EQ,23.75,-0.04,15.81,0.03,0.01
MONIFTY100,EQ,25.69,-0.43,16.85,0.02,0.01
DIGIDRIVE,EQ,17.5,1.16,67.48,0.04,0.01
SHIVAMAUTO,BE,16.6,-1.25,218.28,0.04,0.01
USK,EQ,21.5,0.42,119.02,0.03,0.01
SMARTLINK,BE,227.75,0.99,227.18,0,0.01
BBNPNBETF,EQ,58,0.19,4.86,0.01,0.01
NPBET,EQ,285.71,0.8,19.54,0,0.01
81TCHF28,N8,1015,0.67,38.85,0,0.01
SGBSEP28VI,GB,15260,0.8,4868.14,0,0.01
SAIFL,SM,5.05,-0.98,30.07,0.12,0.01
SGBOCT27VI,GB,15108,0.31,1047.3,0,0.01
SGBAUG27,GB,15056.53,-0.5,1543.05,0,0.01
BHANDARI,EQ,2.94,2.8,97.89,0.21,0.01
ASHALOG,SM,59.4,-0.92,80.52,0.01,0.01
SOMATEX,EQ,91,-0.4,300.6,0.01,0.01
QUINT,EQ,37.5,-0.16,177.03,0.02,0.01
AKASH,EQ,25.58,3.98,43.13,0.02,0.01
AROGRANITE,EQ,25,-1.46,38.25,0.02,0.01
GROWWMC150,EQ,236.03,-0.02,6.5,0,0.01
ENERGYDEV,EQ,17.03,1.07,80.89,0.03,0.01
SEYAIND,BE,12.49,1.63,33.19,0.05,0.01
ASPIRE,SM,14.35,-4.97,21.78,0.04,0.01
NEXT50ADD,EQ,74.94,-0.21,9.16,0.01,0.01
SLONE,ST,142.8,0.78,75.24,0,0.01
ELM250,EQ,16.9,-0.06,166.19,0.03,0.01
AKG,EQ,8.61,-1.26,27.36,0.07,0.01
TTL,EQ,6.1,-0.65,157.57,0.09,0.01
SHINDL,EQ,162.51,-0.5,637.27,0,0.01
OSWALAGRO,EQ,37.94,0.42,509.29,0.02,0.01
SUNRAKSHAK,EQ,379,0.49,1175.16,0,0.01
NORBTEAEXP,EQ,66.08,4.86,102.72,0.01,0.01
LOVABLE,EQ,72.26,-0.61,106.94,0.01,0.01
GCHOTELS,ST,93.5,0.48,233,0.01,0.01
CHOICEGOLD,EQ,152,1.31,52.44,0,0.01
NIBL,EQ,33.74,1.35,81.75,0.02,0.01
FLEXIADD,EQ,10.29,-0.39,14.78,0.05,0.01
PRAXIS,EQ,6.35,2.25,117.99,0.09,0.01
JAYAGROGN,EQ,222.83,0.13,668.49,0,0.01
GENCON,EQ,39.12,-1.24,222.93,0.01,0.01
CEREBRAINT,BZ,2.6,1.17,31.51,0.21,0.01
VISACHROME,EQ,37,0.3,539.42,0.01,0.01
CRSL,EQ,2.16,0.93,91.4,0.26,0.01
ANIKINDS,EQ,43.94,2.93,121.95,0.01,0.01
SENSEXETF,EQ,80.35,-0.29,42.14,0.01,0.01
MADHUCON,BE,5.55,4.72,40.96,0.09,0.01
865TCAPS27,N8,1013,0,608.2,0,0.01
INNOVANA,EQ,323.9,1.41,669.18,0,0.01
1040UCL27B,N1,1001.81,0.66,34.46,0,0.01
RAJMET,EQ,3.23,0.62,89.3,0.16,0
MIEL,SM,12.45,-4.23,21.91,0.04,0
NATIONSTD,EQ,141.05,-5,282.1,0,0
RADIOCITY,EQ,6.7,-0.15,231.61,0.07,0
CAPTRUST,BE,21,-1.08,71.44,0.02,0
EMPIND,EQ,1065.6,-1.7,639.36,0,0
ALKALI,BE,67,0.19,68.22,0.01,0
MAITREYA,SM,122.05,0.04,82.7,0,0
AMJLAND,EQ,39.41,0.13,161.58,0.01,0
CHEMBOND,EQ,177.99,-0.48,239.37,0,0
VIRINCHI,EQ,15.15,1.81,167.49,0.03,0
TOP20,EQ,9.04,-0.33,15.08,0.05,0
IVZINGOLD,EQ,133.1,1.29,778.85,0,0
MARCO,SM,31.95,0,59.74,0.01,0
PRITI,BE,34.78,-2.82,46.44,0.01,0
EXXARO,EQ,6.14,-0.81,274.71,0.08,0
TRUST,SM,25.5,-0.2,60.75,0.02,0
SBINMID150,EQ,23.5,-0.47,14.09,0.02,0
EQUAL50,EQ,336.57,-0.13,185.87,0,0
TANAA,EQ,319.95,3.59,815.89,0,0
ACCURACY,BE,4.8,-0.62,72.27,0.1,0
BRNL,EQ,17.3,-0.69,145.23,0.03,0
HYBRIDETF,EQ,10.15,-0.1,14.55,0.05,0
PARASPETRO,EQ,2.34,-0.85,78.21,0.2,0
SGBOC28VII,GB,15101,0.5,2808.06,0,0
SGBFEB28IX,GB,15100,0.01,613,0,0
ROCKINGDCE,SM,180,-0.36,101.86,0,0
ELMDIV,EQ,37.76,2.41,21.17,0.01,0
HDFCNIF100,EQ,26.4,0.11,75.73,0.02,0
GAYAHWS,EQ,1.87,-1.06,44.81,0.23,0
SURANAT&P,EQ,16.79,1.45,227.94,0.03,0
SBINEQWETF,EQ,33.86,-0.38,40.61,0.01,0
CEDAAR,ST,14.6,-4.89,20.26,0.03,0
GUJRAFFIA,EQ,42.78,-1.02,23.12,0.01,0
BANKBETF,EQ,58.44,-0.17,411.7,0.01,0
96IIFL28,N5,998.5,-0.55,382.25,0,0
VIVOBIOT,EQ,19.5,-2.99,43.27,0.02,0
NAGREEKCAP,EQ,23.36,-2.01,29.47,0.02,0
BAGFILMS,EQ,4.54,0.44,98.86,0.09,0
830NHAI27,N2,1083.66,0,3557.68,0,0
DRCSYSTEMS,EQ,12.95,1.25,186.59,0.03,0
UNITEDTEA,EQ,467,1.9,233.34,0,0
IDFNIFTYET,EQ,269.05,0.55,3.85,0,0
HEALTHCARE,EQ,21.63,0.28,13.99,0.02,0
SMALLADD,EQ,18.39,-0.27,7.93,0.02,0
USASEEDS,SM,93.05,2.03,93.84,0,0
GKWLIMITED,EQ,1584,-1.56,945.09,0,0
AGSTRA,BZ,2.02,0.5,25.94,0.19,0
MIDQ50ADD,EQ,25.62,-0.23,101.37,0.02,0
ARMOUR,ST,19.5,4.84,32.9,0.02,0
SHAHALLOYS,EQ,70.55,-2.16,139.67,0.01,0
VEDAVAAG,EQ,19.4,0.52,45.52,0.02,0
GRAVISSHO,EQ,28.41,-2.64,200.34,0.01,0
QVCEL,SM,23.8,-4.42,24.87,0.02,0
PRUDMOULI,BE,13.64,2.17,43.99,0.03,0
KCK,ST,15.05,0,95.72,0.03,0
1225IFL27,N0,6234.94,-8.31,12.46,0,0
NIRMAN,SM,31.05,1.47,24.87,0.01,0
AUSOMENT,EQ,141.71,-3.64,193.06,0,0
ITADD,EQ,33.01,-0.87,176.42,0.01,0
CYBERMEDIA,EQ,16.95,2.79,35.02,0.02,0
MANDEEP,SM,18.25,-4.95,20.87,0.02,0
GTECJAINX,BE,30.43,4.97,31.01,0.01,0
MORARJEE,BZ,10.2,-4.49,37.06,0.04,0
SAGARDEEP,EQ,24.16,1.9,41.21,0.02,0
ABSLMSCIN,EQ,29.95,-0.1,11.3,0.01,0
GINNIFILA,BE,44.51,-1.15,381.23,0.01,0
RELCHEMQ,EQ,118,-0.83,89.01,0,0
MTEDUCARE,BE,1.91,2.14,13.8,0.18,0
EBIX,EQ,16.22,-4.48,347.59,0.02,0
ZENITHDRUG,SM,44,-1.46,75.45,0.01,0
IIFL60326,YB,1005,-0.99,26.24,0,0
TECH,EQ,33.99,-0.87,27.51,0.01,0
LAMBODHARA,EQ,112,0.41,116.23,0,0
VINNY,EQ,1.08,1.89,50.25,0.32,0
BLUECHIP,EQ,1.84,1.66,10.18,0.18,0
HINDALUMI,EQ,105,6.53,66.15,0,0
ATAM,EQ,58.97,-0.1,67.6,0.01,0
PRECISION,ST,8.25,-4.62,18.94,0.04,0
STUDIOLSD,SM,8.3,-4.05,43.07,0.04,0
MOHITIND,EQ,23.2,-2.56,32.85,0.01,0
SENSEXAXIS,EQ,80.56,-0.44,128.74,0,0
SUVIDHAA,EQ,2.55,1.19,53.5,0.13,0
PVTBKGROWW,EQ,27.28,-0.84,6.88,0.01,0
BALAJEE,EQ,27.59,-0.43,225.05,0.01,0
TRU,EQ,4.19,2.7,49.8,0.08,0
SHBAJRG,EQ,170.1,-2.13,153.09,0,0
NAMAN,SM,40.15,-1.95,52.46,0.01,0
MON50EQUAL,EQ,33.82,-0.24,159.6,0.01,0
HPIL,EQ,124.01,-0.83,141.67,0,0
WORTHPERI,EQ,152.01,-1.61,239.43,0,0
EASTSILK,BE,59.56,0,29.78,0.01,0
MITTAL,EQ,0.9,-1.1,39.96,0.34,0
INFRA,EQ,12.22,-0.41,11.11,0.03,0
ABANSENT,EQ,31.89,4.97,222.43,0.01,0
SGBMAR30X,GB,15128,0.25,2329.25,0,0
CREST,EQ,356.75,-1.12,1014.95,0,0
IDENTICAL,SM,15.05,-5.64,21.11,0.02,0
MIDCAPBETA,EQ,237.05,-0.07,13.44,0,0
TECHLABS,SM,119.95,1.27,207.29,0,0
BILVYAPAR,BE,4.33,4.59,13.58,0.07,0
RAJTV,EQ,10.12,-0.98,52.54,0.03,0
1225IFL28,N0,7420,0.19,11.87,0,0
ESG,EQ,41.86,-0.48,98.95,0.01,0
SITINET,BZ,0.29,0,25.29,1.02,0
ACL,EQ,45.99,-0.33,423.9,0.01,0
BMETRICS,SM,36.7,0,45.19,0.01,0
SALONA,EQ,264.96,2.06,139.43,0,0
URAVIDEF,BE,108.54,-0.26,123.74,0,0
VITAL,BE,55,0.92,131.73,0.01,0
NITIRAJ,EQ,207.98,1.02,213.2,0,0
MERCANTILE,EQ,23.67,-1.66,264.91,0.01,0
UNIONGOLD,EQ,149.8,1.42,292.99,0,0
WELINV,BE,1838.8,-0.5,671.99,0,0
LICNETFSEN,EQ,883.05,0.35,728.35,0,0
DIVIDEND,EQ,35.94,-0.08,15.4,0.01,0
648GS2035,GS,100.75,1.51,227695,0,0
PHOGLOBAL,SM,13.45,-14.87,26.02,0.02,0
EMKAYTOOLS,SM,92,-1.02,98.18,0,0
FLEXITUFF,BE,3.2,0.31,10.5,0.08,0
BALKRISHNA,EQ,17.23,-1.77,55.51,0.02,0
VGL,EQ,59.69,1.76,307.57,0,0
BEWLTD,SM,52,0.48,67.98,0.01,0
TWCGOLDETF,EQ,152.55,1.13,27.23,0,0
HINDCON,EQ,22.17,-2.38,113.49,0.01,0
VALUE,EQ,16.2,0.25,13.74,0.02,0
BALAXI,EQ,24,0,132.5,0.01,0
BIOFILCHEM,EQ,32.02,0.57,52.11,0.01,0
ABSL10BANK,EQ,168.7,-0.44,374.47,0,0
ARCHIES,EQ,13.54,-1.6,45.74,0.02,0
KANANIIND,EQ,1.51,1.34,29.88,0.17,0
DIGISPICE,EQ,17.21,0.88,403.87,0.01,0
NEXT30ADD,EQ,43.72,-0.14,47.62,0.01,0
AHLADA,EQ,37.81,-1.43,48.85,0.01,0
RADAAN,EQ,2.91,-4.9,15.76,0.08,0
MANUGRAPH,BE,15.99,2.57,48.63,0.02,0
GAJANAND,SM,7.95,-1.24,14.97,0.03,0
SPPPOLY,SM,11.9,-4.8,18.32,0.02,0
TFL,EQ,11.36,-2.41,62.61,0.02,0
SNXT30BEES,EQ,43.58,-0.37,6.73,0.01,0
EKI,EQ,78.5,-3.5,217.34,0,0
MOBANK10,EQ,16.9,-0.18,5.83,0.01,0
IWP,EQ,34.33,-1.8,219.62,0.01,0
ISTLTD,EQ,655,0.84,764,0,0
UNIVPHOTO,BE,480,1.57,525.44,0,0
NEXT50ETF,EQ,75.11,-0.17,20.74,0,0
SHEKHAWATI,BE,18.37,-4.97,63.32,0.01,0
MONEXT50,EQ,74.5,-0.21,22.69,0,0
903SFL28,YI,1034,0,51.62,0,0
KAKATCEM,EQ,109.4,1.69,85.05,0,0
BAIDFIN,EQ,9.83,-0.71,152.26,0.02,0
MURUDCERA,EQ,30.39,-0.36,184,0.01,0
74GJ26,SG,99,-1,990,0,0
HEALTHADD,EQ,16.72,0.24,17.9,0.01,0
91D151026,TB,98.88,0.1,15146.55,0,0
LCCINFOTEC,EQ,3.97,1.28,66.93,0.05,0
SEKURITIND,EQ,117.1,-1.56,1066.85,0,0
GROWWPSUBK,EQ,86.99,-0.63,6.24,0,0
DELPHIFX,BE,6.58,-1.2,161.39,0.03,0
BURNPUR,BE,17.41,-4.97,29.99,0.01,0
HAVISHA,EQ,1.47,9.7,22.57,0.13,0
HDIL,BZ,1.48,-3.27,70.15,0.13,0
LAL,EQ,8.8,0,152.01,0.02,0
MOHITE,EQ,2.25,-16.04,45.22,0.07,0
BENGALASM,EQ,6160.5,-0.8,7025.37,0,0
SHRIKRISH,EQ,39.96,-0.1,111.89,0,0
SANDESH,EQ,1082,0.21,819.01,0,0
BRAHMINFRA,EQ,180.9,5.17,524.94,0,0
RUCHINFRA,EQ,5.86,-0.51,138.31,0.03,0
QUINTEGRA,BE,1.27,-4.51,3.41,0.14,0
INFOMEDIA,EQ,5.19,0.58,26.05,0.03,0
ABSLLIQUID,EQ,1000,0,41.55,0,0
CORALFINAC,EQ,32.71,-1.06,131.83,0.01,0
AHLWEST,BE,569.95,3.63,664.06,0,0
ITBETA,EQ,326.42,-0.73,6.77,0,0
CYBERTECH,BE,135.9,1.46,412.87,0,0
BTTL,BE,44.19,2.77,257.95,0,0
DBSTOCKBRO,BE,33.99,4.17,118.97,0.01,0
TIJARIA,EQ,5.92,-1.82,16.95,0.03,0
ANSALAPI,BZ,3.4,-1.45,53.52,0.05,0
MOMETAL,EQ,12.98,-0.54,1.62,0.01,0
GROWWLOVOL,EQ,10.58,-0.19,4.1,0.02,0
PRISMX,EQ,0.56,-3.45,24.59,0.3,0
HBESD,EQ,74.5,-1.97,171.05,0,0
SAHLIBHFI,EQ,75.76,2.1,234.01,0,0
SAMPANN,EQ,26.2,-0.3,127.88,0.01,0
HYBRIDFIN,BE,17.07,-2.29,50.25,0.01,0
SHYAMTEL,EQ,13.72,-2.83,15.46,0.01,0
SVPGLOB,EQ,3.8,-3.8,48.07,0.04,0
AEPL,EQ,15.23,-0.46,382.33,0.01,0
SGBJUL28IV,GB,15051.8,0.45,6217.63,0,0
SGBDEC26,GB,15035.71,0,312.57,0,0
ASTRON,BZ,3.42,-2.01,15.9,0.04,0
NOIDATOLL,BE,4.01,-0.5,74.66,0.04,0
LICNETFGSC,EQ,29.64,-0.3,1935.12,0,0
SBGLP,EQ,24.54,-3.84,425.56,0.01,0
BYKE,BE,31.4,0.64,164.16,0,0
ABAN,BE,18.1,-1.95,105.64,0.01,0
NEXTMEDIA,EQ,3.8,-1.55,25.42,0.04,0
FMCGADD,EQ,48.62,-0.55,6.01,0,0
XTGLOBAL,EQ,30.7,-0.03,411.76,0,0
AXTEL,EQ,420,1.13,678.5,0,0
SHRENIK,BZ,0.31,0,18.97,0.44,0
BVCL,EQ,41.3,0.78,91.52,0,0
CREATIVEYE,EQ,6.49,4.68,13.02,0.02,0
SILLYMONKS,EQ,15.8,1.09,21.86,0.01,0
AKI,EQ,4.1,-1.2,42.31,0.03,0
UNIENTER,EQ,98.4,3.19,684.33,0,0
UNIINFO,EQ,12.1,3.42,12.94,0.01,0
AZADIND,EQ,96.02,5.27,522.76,0,0
BIMETAL,EQ,628,-0.1,240.21,0,0
709GS2054,GS,96.2,-0.81,142376,0,0
880IREDA29,N5,1120,0.17,262.7,0,0
KRITINUT,EQ,82.6,0.54,413.86,0,0
BRIGHTBR,EQ,240.7,0,136.72,0,0
SYSTMTXC,BE,59,-1.19,805.57,0,0
RETAIL,EQ,18.38,-3.42,15.08,0.01,0
GROWWPSE,EQ,99.47,0.8,17.62,0,0
SUKHJITS,EQ,162.7,1.83,508.34,0,0
ASMS,BE,7.09,0.57,215.94,0.02,0
AHLEAST,EQ,140.3,1.58,242.6,0,0
ASHOKAMET,EQ,13.99,1.52,34.97,0.01,0
PNC,EQ,18.89,2.66,27.33,0.01,0
CIFL,EQ,21.25,0.38,830.99,0.01,0
TUTIALKA,EQ,56.86,0,692.76,0,0
ICDSLTD,EQ,41,2.37,53.41,0,0
935LTF29,N5,1125,1.26,124.78,0,0
HDFCLOWVOL,EQ,21.03,-0.1,35.96,0.01,0
702GS2027,GS,103.98,3.14,39512.4,0,0
AURUS,EQ,4.67,-1.48,13.77,0.02,0
MUKTAARTS,BE,59,4.42,133.25,0,0
MOSERVICE,EQ,31.24,-0.51,6.09,0,0
SECMARK,EQ,128.26,0,133.99,0,0
SNXT50BETA,EQ,96.36,-0.28,34.35,0,0
SOFTTECH,EQ,429.4,0.2,594.38,0,0
915SCL27,Z7,1070.1,-0.5,12.73,0,0
XELPMOC,EQ,82.04,-0.26,121.6,0,0
REGENCERAM,EQ,35.5,-2.23,93.87,0,0
694GS2036,GS,101.85,0,138371.47,0,0
HAMPTON,EQ,8.33,2.59,228.42,0.01,0
RSDFIN,BE,106.49,-5,137.87,0,0
CLCIND,BE,50.5,0.14,52.49,0,0
1075SCL35,N1,1008,-4.07,4.21,0,0
667GS2035,GS,100.7,-5,123795.54,0,0
716GS2050,GS,100,-4.76,88000,0,0
73GS2053,GS,99.53,-1,194083.5,0,0
744AP33,SG,99,-1,990,0,0
12AFIL27A,N0,9800,-1.4,29.4,0,0
KRIDHANINF,BE,2.3,3.6,21.8,0.04,0
LAGNAM,EQ,78.62,-0.22,138.91,0,0
DCMFINSERV,EQ,5.37,1.13,10.09,0.02,0
622GS2035,GS,96,-2.88,98280.32,0,0
NECCLTD,BE,15.21,0.73,158.94,0.01,0
TEAMGTY,EQ,237.5,4.19,213.59,0,0
FLFL,BZ,1.16,-3.33,23.41,0.08,0
MOLOWVOL,EQ,37.16,-0.54,86.73,0,0
LASA,EQ,7.35,-0.81,36.82,0.01,0
ORIRAIL,EQ,111.98,1.85,750.93,0,0
GLOSTERLTD,EQ,641.05,1.01,701.52,0,0
SENSEXADD,EQ,80.02,-0.37,3.86,0,0
CINEVISTA,EQ,15.38,4.48,88.34,0.01,0
KSR,EQ,28.5,-4.55,52.38,0,0
HISARMETAL,EQ,153.99,2.51,83.15,0,0
SHANTI,EQ,6.38,2.57,7.09,0.01,0
SIEL,EQ,31.8,-0.28,44.04,0,0
MOMNC,EQ,33.68,-0.24,2.53,0,0
ADL,EQ,69.88,0.49,38.9,0,0
SURYALA,EQ,374.1,-0.48,159.63,0,0
MSCIINDIA,EQ,30.28,-0.33,1878.86,0,0
THACKER,BE,1060,3.91,115.3,0,0
CELEBRITY,EQ,6.97,2.95,44.99,0.01,0
LICNETFN50,EQ,273.49,0.12,876.14,0,0
EQUAL200,EQ,14.04,-0.07,20.1,0.01,0
ZENITHEXPO,EQ,213.4,-0.87,115.16,0,0
ANKITMETAL,BZ,1.57,-0.63,22.15,0.05,0
CONSUMAXIS,EQ,125.3,-0.11,13.84,0,0
VIVIDHA,EQ,0.54,0,15.81,0.13,0
CMICABLES,BZ,2.58,-4.44,4.14,0.03,0
POLYSPIN,EQ,31.8,12.93,31.8,0,0
BGLOBAL,BZ,3.12,-4.59,4.94,0.02,0
LICNFNHGP,EQ,278.73,0,746.87,0,0
PALREDTEC,BE,51.8,0,63.36,0,0
SPLIL,EQ,31.05,-2.11,90.05,0,0
GOLDENTOBC,BZ,24.25,-2.96,42.7,0,0
THEINVEST,EQ,99.5,-0.49,519.81,0,0
EDUCOMP,BZ,0.93,0,11.39,0.07,0
JAIPURKURT,EQ,27.82,1.2,53.11,0,0
LOWVOL,EQ,210.45,-0.19,44.26,0,0
TECILCHEM,EQ,8.4,-2.21,15.93,0.01,0
92GS2030,GS,114.8,-0.02,71043.46,0,0
TOYAMSL,EQ,0.65,-4.41,37.56,0.09,0
MIDCAPADD,EQ,23.48,-0.21,5.64,0,0
KANCOTEA,EQ,50.3,2.57,25.77,0,0
BBNPPGOLD,EQ,146.55,0.24,333.83,0,0
PREMCO,EQ,383,-0.76,126.57,0,0
QUALITY30,EQ,21.25,-0.09,2.9,0,0
KOTHARIPRO,EQ,70.19,1.75,418.95,0,0
VGCL,EQ,61.5,2.55,140.88,0,0
VIJSOLX,EQ,710,-0.48,227.29,0,0
FEL,BZ,0.4,2.56,18.2,0.12,0
IL&FSENGG,BZ,36,-1.99,472.04,0,0
SHIVAUM,EQ,450.6,0.78,612.83,0,0
COMPUSOFT,EQ,13.28,1.45,105.08,0,0
ZODIACLOTH,EQ,75.94,0.97,208.52,0,0
MOGSEC,EQ,65.8,0.46,165.36,0,0
ARVEE,EQ,165.52,-0.3,182.4,0,0
RKDL,EQ,18.25,-2.04,43.8,0,0
SECURKLOUD,EQ,18.64,2.08,62.28,0,0
ADROITINFO,EQ,9.82,0.1,53.65,0,0
UMESLTD,EQ,5.9,1.37,15.59,0.01,0
PVTBANK,EQ,27.35,-0.07,18.21,0,0
MOOILGAS,EQ,11.23,0.18,1.4,0,0
UNIVAFOODS,BE,8.61,-4.65,12.33,0,0
ACGL,EQ,1810,-0.73,1102.04,0,0
TREEHOUSE,EQ,6.29,2.61,26.61,0.01,0
LFIC,EQ,140,-0.15,42,0,0
MSCIADD,EQ,29.88,-0.37,2.78,0,0
INCREDIBLE,EQ,32,-0.71,149.64,0,0
SANWARIA,BZ,0.2,0,14.72,0.16,0
MALUPAPER,EQ,31.5,-0.41,53.74,0,0
LEXUS,EQ,13.85,2.06,28.8,0,0
ENIFTY,EQ,24.54,-0.37,16.12,0,0
DTIL,EQ,136.19,0.49,143.1,0,0
MSCI360,EQ,10.28,0.29,6.58,0,0
OBCL,EQ,54.45,0.04,114.8,0,0
SHIVAMILLS,EQ,62,-0.32,53.58,0,0
KEYFINSERV,EQ,260.15,-2.64,144.82,0,0
SELMC,EQ,28.51,3.3,94.47,0,0
EQUIPPP,BE,21.7,0.93,223.72,0,0
TICL,BE,9.77,2.73,151.44,0,0
WILLAMAGOR,EQ,24.6,-1.84,26.95,0,0
KANCHI,EQ,370,-0.16,160.72,0,0
SKIL,BZ,0.86,-4.44,18.63,0.03,0
LAHOTIOV,EQ,41.91,2.14,122.26,0,0
GSS,EQ,13.15,-1.42,34.4,0,0
BLUECOAST,BE,25.44,3.88,50.06,0,0
SAMBHAAV,EQ,6.6,1.54,126.13,0,0
805NMC29,N1,118.01,-6.9,23.6,0,0
805NMC33,N5,118.01,-7.08,23.6,0,0
805NMC34,N6,118.01,-7.08,23.6,0,0
ELDEHSG,EQ,761.1,0.24,748.39,0,0
ACEINTEG,EQ,17.6,-1.12,17.95,0,0
805NMC31,N3,118.01,-5.59,23.6,0,0
DHATRE,EQ,3.79,3.55,41.29,0.01,0
CCHHL,EQ,12.14,-0.74,198.45,0,0
ODYCORP,EQ,6.93,1.91,62.02,0,0
PKTEA,EQ,709,4.27,219.5,0,0
885TCAPS29,NC,1020,-1.92,176.15,0,0
KHANDSE,EQ,17.95,1.41,27.38,0,0
GSEC10IETF,EQ,269.59,0.93,617.39,0,0
INDTERRAIN,EQ,32.4,4.18,164.16,0,0
ASTAR,EQ,600,-0.14,960.41,0,0
MOPSE,EQ,100.52,0.13,2.11,0,0
DEEP,EQ,35.44,0,85.69,0,0
PERMAGN,EQ,832,-0.05,715.39,0,0
PREMIER,BE,2.8,0,8.5,0.01,0
DANGEE,EQ,2.94,-0.34,45.27,0.01,0
HEXATRADEX,EQ,157.05,0,867.62,0,0
TNTELE,EQ,9,-0.44,41.1,0,0
LEENEE,EQ,7.05,-3.16,39.32,0,0
FMNL,BE,9.18,0,55.67,0,0
ARSHIYA,BZ,0.96,2.13,25.29,0.01,0
ENEXT50,EQ,74.3,0.51,8.39,0,0
704IRFC28,N6,1149.99,6.28,303.46,0,0
KARMAENG,EQ,40.9,3,47.32,0,0
DCM,BE,82.15,-0.62,153.44,0,0
FELDVR,BZ,2.47,4.66,9.73,0,0
ABGSEC,EQ,115.72,0.2,12.2,0,0
970CAGL28,ND,1017.1,-1.43,257.56,0,0
MONEYBOXX,EQ,58.55,0.1,408.73,0,0
SHRADDHA,EQ,162,3.38,654.5,0,0
PANSARI,EQ,315,1.06,549.57,0,0
SINTERCOM,EQ,82.46,0,226.99,0,0
RHL,EQ,168,0.63,290.5,0,0
COMPINFO,BZ,1.05,-4.55,9.01,0.01,0
SETUINFRA,BZ,0.42,0,5.28,0.02,0
BNALTD,BE,390,2.63,120.9,0,0
IMPEXFERRO,BZ,3.64,1.96,32.01,0,0
PEARLPOLY,EQ,16.27,-2.98,27.39,0,0
MCCHRLS-B,EQ,700,3.04,917.03,0,0
EBANKNIFTY,EQ,57.72,-0.86,3.13,0,0
TOUCHWOOD,EQ,65,0.4,72.03,0,0
IL&FSTRANS,BZ,2.04,-1.45,67.11,0,0
INDOKEM,EQ,610,-1.48,1701.18,0,0
JOCIL,BE,147.01,0.5,130.56,0,0
BANK10BETF,EQ,20.87,-0.62,24.81,0,0
DSKULKARNI,BE,13.96,4.96,13.96,0,0
GILT10BETA,EQ,27.04,0.04,24.32,0,0
ASPINWALL,EQ,235,-0.42,183.73,0,0
SGL,EQ,9.68,-0.51,26.13,0,0
PIONEEREMB,EQ,22.91,-2.8,70.58,0,0
EMETAL,EQ,12.99,0.23,7.37,0,0
DHRUV,EQ,23.15,-3.42,43.91,0,0
CGVAK,EQ,160,7.78,80.8,0,0
ASIANTNE,EQ,9.93,9.48,24.77,0,0
PALASHSECU,EQ,91.89,1.2,91.92,0,0
REPL,BE,64,0,115.98,0,0
LIBAS,EQ,9.64,-0.82,25.4,0,0
GSEC10YEAR,EQ,30.55,0,79.93,0,0
SURAJLTD,EQ,220,-1.54,404.01,0,0
824GS2027,GS,101,-4.61,97352.44,0,0
695GS2061,GS,93.5,-0.53,137445,0,0
LKPSEC,EQ,15.95,3.71,131.97,0,0
3PLAND,EQ,32.77,1.83,58.99,0,0
ROML,EQ,45.4,1.98,68.05,0,0
AUSTENG,EQ,125,7.62,43.47,0,0
HBSL,EQ,59,1.79,42.11,0,0
734GS2064,GS,100.8,0.3,240912,0,0
725GS2063,GS,98.99,0.41,237576,0,0
GLOBALE,EQ,10.74,0,11.41,0,0
NGIL,BE,41.98,-0.66,73.62,0,0
ESENSEX,EQ,78.42,-0.42,14.89,0,0
TOKYOPLAST,EQ,77.4,-1.4,73.54,0,0
EBANK10,EQ,16.76,-0.59,20.76,0,0
TRANSCOR,EQ,24.27,-0.49,77.7,0,0
WEWIN,EQ,47.39,2.64,48.15,0,0
MADHAV,EQ,36.5,4.17,32.66,0,0
