Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
INDIASHLTR,EQ,663.1,-1.13,7218.15,0.09,0.57
GROWWGOLD,EQ,14.96,1.29,470.88,3.79,0.57
AWHCL,EQ,386.65,-0.94,1097.39,0.14,0.56
FILATFASH,EQ,0.19,5.56,158.35,311.11,0.56
MANOMAY,EQ,216.1,0.46,390.03,0.26,0.56
AADHARHFC,EQ,493.3,-0.98,21573.84,0.11,0.56
BLUECLOUDS,EQ,22.2,-1.68,2049.24,2.46,0.56
CENTRUM,EQ,24.57,-4.66,1196.14,2.26,0.56
METAL,EQ,13.11,-0.08,537.19,4.26,0.56
DIAMONDYD,EQ,1179.9,-0.97,2821.2,0.05,0.56
BOROLTD,EQ,231.86,-2.8,2772.76,0.24,0.56
VOEPL,EQ,502.5,-0.69,1599.61,0.11,0.56
BLUEDART,EQ,5107,-0.66,12117.86,0.01,0.55
OPTIEMUS,EQ,554,-1.27,4913.36,0.1,0.55
MASPTOP50,EQ,81.26,0.67,1370.24,0.67,0.55
MOM100,EQ,68.75,-0.16,909.42,0.79,0.54
HEXT,EQ,565,-0.85,34522.4,0.1,0.54
FDC,EQ,351.75,-0.69,5726.84,0.15,0.54
BANSALWIRE,EQ,321.45,1.01,5032.49,0.17,0.54
SALSTEEL,EQ,68.77,3.54,749.71,0.78,0.54
SASKEN,EQ,1951.4,-1.01,2963.49,0.03,0.54
WAAREEINDO,EQ,294.55,-0.91,1225.44,0.18,0.54
MONARCH,EQ,388.9,-0.44,3084.3,0.14,0.53
JASH,EQ,487,-0.62,3077.53,0.11,0.53
DHARIWAL,SM,19.15,4.93,180.04,2.94,0.53
ZIMLAB,EQ,109,1.35,584.88,0.49,0.53
REDTAPE,EQ,121.24,-0.78,6702.24,0.44,0.53
INDOBORAX,EQ,426.15,0.19,1367.52,0.12,0.53
MIRZAINT,EQ,31.28,-1.42,432.3,1.7,0.53
ADVENZYMES,EQ,300.35,-1.3,3363.2,0.18,0.53
SREEL,EQ,252,4.64,583.51,0.21,0.52
ATALREAL,EQ,36.1,-0.08,447.27,1.44,0.52
INA,EQ,98.3,-0.73,2167.02,0.53,0.52
CANTABIL,EQ,240.27,1.05,2009.57,0.22,0.52
PGHL,EQ,5938,0.1,9856.71,0.01,0.52
SPIC,EQ,67.31,-0.55,1370.7,0.77,0.52
ORIENTTECH,EQ,254.2,-1.68,1164.39,0.2,0.52
GHCLTEXTIL,EQ,118.31,0.14,1130.88,0.44,0.52
LUMAXIND,EQ,5813,0.28,5433.84,0.01,0.52
MOREALTY,EQ,89.38,-0.32,263.85,0.58,0.52
TIMKEN,EQ,3273.2,-0.08,24620.6,0.02,0.52
SYMPHONY,EQ,620.7,-0.1,4262.43,0.08,0.52
BLUSPRING,EQ,110.06,-0.91,1644.75,0.47,0.52
DAMCAPITAL,EQ,143.67,-1.14,1015.55,0.36,0.52
BALAJITELE,EQ,91.28,-1.19,1112.72,0.56,0.51
GNRL,EQ,107,-3.9,1373.91,0.47,0.51
SACHEEROME,SM,472,4.38,1056,0.11,0.51
RIIL,EQ,739.85,-0.5,1117.17,0.07,0.51
LIQUIDPLUS,EQ,1099.21,0.01,1102.59,0.05,0.51
NESCO,EQ,1033.7,-0.41,7283.45,0.05,0.51
KAMAHOLD,EQ,2466.5,0.69,7915.14,0.02,0.51
DJML,EQ,105.2,-1.48,361.65,0.47,0.51
COMSYN,EQ,290.49,0.75,1171.81,0.18,0.51
PAUSHAKLTD,EQ,740.95,0.02,1826.95,0.07,0.51
PILANIINVS,EQ,4450.7,-2.12,4927.93,0.01,0.5
HONDAPOWER,EQ,2147.2,-0.13,2177.92,0.02,0.5
RACLGEAR,EQ,1377.2,-0.73,1623.45,0.04,0.5
RSYSTEMS,EQ,240.05,-0.72,2844.42,0.21,0.5
KANPRPLA,EQ,258.5,2.91,632.78,0.19,0.5
MHRIL,EQ,227.25,0.28,4591.73,0.22,0.5
BAJEL,EQ,185.5,-1.51,2146.18,0.26,0.49
SIS,EQ,425.95,-0.86,6018.71,0.12,0.49
BSLGOLDETF,EQ,134.5,0.98,3063.15,0.37,0.49
ORIENTELEC,EQ,188.78,0.78,4027.92,0.26,0.49
WESTLIFE,EQ,579.45,-0.59,9018.78,0.08,0.49
RAMBHAJO,EQ,181,1.81,829.16,0.27,0.49
SAKSOFT,EQ,164.12,-0.96,2175.43,0.3,0.49
SAHYADRI,EQ,370,2.75,405.01,0.13,0.49
KALAMANDIR,EQ,87.33,0.33,1339.35,0.56,0.49
ALPINETEX,EQ,57.03,-2.68,218.12,0.85,0.49
RADHIKAJWE,EQ,68.88,-0.59,812.78,0.71,0.49
KSHITIJPOL,EQ,3.08,-0.96,47.51,16.12,0.49
NFL,EQ,71.89,0.11,3526.77,0.68,0.48
KECL,EQ,141.3,-1.57,938.43,0.34,0.48
LGBBROSLTD,EQ,1594.5,-0.14,5085.25,0.03,0.48
AMBIKCO,EQ,1622.3,1.48,928.77,0.03,0.48
UNICHEMLAB,EQ,538.95,-0.23,3794.52,0.09,0.48
ALOKINDS,EQ,11.55,-0.6,5734.85,4.14,0.48
MASTERTR,EQ,78.41,0.04,964.57,0.6,0.48
QMSMEDI,EQ,136,3.09,262.99,0.35,0.47
SERVOTECH,EQ,82.28,-0.6,1858.26,0.58,0.47
TIRUPATIFL,BE,65,-1.28,839.74,0.73,0.47
PRIMO,EQ,23.52,-8.2,569.99,1.98,0.47
METROBRAND,EQ,944.9,0.08,25754.7,0.05,0.47
NITCO,EQ,92.91,-0.38,2235.1,0.5,0.47
HINDWAREAP,EQ,197.55,1.06,1652.43,0.24,0.46
MUNJALSHOW,EQ,138.5,0.21,553.74,0.33,0.46
BIKAJI,EQ,614.05,0.12,15396.47,0.08,0.46
INDOSTAR,EQ,244.9,2.36,3958.23,0.19,0.46
DCMSRIND,EQ,43.43,2.82,377.81,1.07,0.46
SUNFLAG,EQ,354.25,-0.25,6384.27,0.13,0.46
SKFINDUS,EQ,2672.8,0.3,13213.78,0.02,0.46
MASFIN,EQ,302.7,0.4,5492.59,0.15,0.46
SHARDUL,BE,52.93,1.22,463.1,0.85,0.46
PRINCEPIPE,EQ,282.35,-0.58,3121.69,0.16,0.46
DLINKINDIA,EQ,418.45,-0.48,1485.7,0.11,0.46
KSB,EQ,793.8,-0.93,13815.23,0.06,0.46
MOMENTUM50,EQ,54.25,-0.29,387.54,0.85,0.46
CEIGALL,EQ,316.65,-0.55,5516.2,0.14,0.46
GMBREW,EQ,890.2,-0.51,2033.83,0.05,0.46
ACSTECH,EQ,50.98,2,309.35,0.89,0.45
FAZE3Q,EQ,485.05,-0.47,1179.59,0.09,0.45
ULTRAMAR,EQ,400.9,0.68,1170.63,0.11,0.45
INFOBEAN,EQ,160.33,-1.27,1565.16,0.28,0.45
INTLCONV,EQ,78.34,3.46,499.66,0.56,0.45
SWANDEF,BE,2473.9,2.19,13033.04,0.02,0.45
SGBSEP31II,GB,15319,0.16,17883.34,0,0.45
NITINSPIN,EQ,547.45,-0.99,3077.76,0.08,0.45
IPL,EQ,142.2,1.2,1637.63,0.32,0.45
AMRUTANJAN,EQ,491.5,-0.92,1420.96,0.09,0.45
TSFINV,EQ,411.55,-0.94,9140.68,0.11,0.45
KRMAYURVED,SM,278,-1.71,591.05,0.16,0.45
SHARDAMOTR,EQ,901.25,0.33,5173.87,0.05,0.45
VMART,EQ,799.55,-0.98,6360.26,0.06,0.45
STEELCAS,EQ,352.45,0.17,3566.79,0.13,0.45
ANNAPURNA,EQ,160.55,5.21,350.32,0.28,0.44
BIRET,RR,344.81,-0.08,28615.12,0.13,0.44
MOSMALL250,EQ,18.37,-0.33,252.77,2.42,0.44
TVSELECT,EQ,446.9,-1.03,833.48,0.1,0.44
SAIPARENT,EQ,552.3,0.12,2440.02,0.08,0.44
CASHIETF,EQ,1075.59,0.01,1001.69,0.04,0.44
SUBROS,EQ,755.15,-0.41,4926.28,0.06,0.44
KOVAI,EQ,6061,0.37,6632.1,0.01,0.44
AMBALALSA,EQ,45.1,6.7,345.62,0.98,0.44
PSPPROJECT,EQ,920.1,-0.25,3647.44,0.05,0.44
TAJGVK,EQ,340,-0.48,2131.85,0.13,0.44
ABSMARINE,ST,242.95,3.63,596.44,0.18,0.44
KAVDEFENCE,EQ,54.87,-3.67,329.9,0.79,0.44
GROWWEV,EQ,34.1,-0.29,309.87,1.27,0.43
LIKHITHA,EQ,209.3,-3.62,825.69,0.2,0.43
LTGILTBEES,EQ,30.09,-0.1,2468.19,1.44,0.43
NXST,RR,168.91,0.53,25589.87,0.26,0.43
SCPL,EQ,652.35,-0.11,684.97,0.07,0.43
JSWHL,EQ,11872,-0.02,13177.47,0,0.43
CERA,EQ,5810,-1.06,7493.47,0.01,0.42
GANESHHOU,EQ,829.05,-0.78,6913.21,0.05,0.42
ROHLTD,EQ,308.9,-1.1,847.16,0.14,0.42
DCMSIL,EQ,77.72,-5.63,676.1,0.54,0.42
GATECH,BE,0.79,3.95,87.12,53.8,0.42
EXCELINDUS,EQ,996.25,-1.72,1252.36,0.04,0.42
MTNL,EQ,26.15,-0.76,720.75,1.59,0.42
ORIENTCEM,EQ,131.6,-0.72,2703.85,0.32,0.42
ASTEC,EQ,591.95,-0.34,1319.03,0.07,0.42
KMSUGAR,EQ,28.5,3.41,262.2,1.46,0.42
PIXTRANS,EQ,1896.8,0,2584.43,0.02,0.41
NILASPACES,EQ,12.83,4.22,505.36,3.24,0.41
LINCOLN,EQ,615.7,0.37,1233.23,0.07,0.41
ELANTAS,EQ,11859,0.44,9401.44,0,0.41
DMCC,EQ,298.3,1.41,743.96,0.14,0.41
KCP,EQ,152.71,-2.25,1968.76,0.27,0.41
HPL,EQ,316.45,-0.32,2034.79,0.13,0.4
GILT5YBEES,EQ,66.28,-0.38,264.82,0.61,0.4
ALPHAGEO,EQ,307,1.87,195.4,0.13,0.4
E2ERAIL,SM,268.1,0.58,462.68,0.14,0.4
CORONA,EQ,2132.7,-0.21,13043.61,0.02,0.4
PRECOT,EQ,692.45,-3.44,830.94,0.06,0.4
EBBETF0430,EQ,1612.5,-0.09,25031.52,0.02,0.39
NIFTYETF,EQ,264.8,-0.34,5507.06,0.15,0.39
HUBTOWN,EQ,185.64,-0.53,2637.96,0.21,0.39
RPGLIFE,EQ,2755.2,-0.97,4556.83,0.01,0.39
GOLDADD,EQ,148.72,1.12,2681.16,0.26,0.39
PARKHOTELS,EQ,115.54,-1.84,2465.33,0.33,0.38
NGLFINE,EQ,3405.1,-1.42,2103.68,0.01,0.38
NAHARINDUS,EQ,118.72,-2.72,512.94,0.31,0.38
ACCENTMIC,SM,587.75,0.81,1409.95,0.07,0.38
GSPCROP,EQ,594.65,-0.27,2766.24,0.06,0.38
AARTISURF,BE,625.65,-5,529.98,0.06,0.38
ELECTHERM,EQ,995,-0.85,1267.91,0.04,0.38
CONTROLPR,EQ,575,-1.65,919.67,0.07,0.38
IKIO,EQ,205.05,0.04,1584.64,0.18,0.38
AURUM,EQ,223.2,1.24,1704.21,0.17,0.38
REMUS,SM,910,1.41,1072.34,0.04,0.37
NARMADA,EQ,14.54,-4.28,110.32,2.53,0.37
INDNIPPON,EQ,1126.3,0.28,2547.85,0.03,0.37
INDUSINVIT,IV,133.99,0.59,8186.87,0.28,0.37
MAXIND,EQ,150.32,-0.54,790.43,0.25,0.37
CANHLIFE,EQ,147.16,-1.04,13980.2,0.25,0.37
WENDT,EQ,7939.5,0.09,1587.9,0,0.37
MONIFTY500,EQ,24.15,-0.25,295.35,1.53,0.37
ARFIN,EQ,83.13,-1.09,1402.59,0.44,0.37
CAPINVIT,IV,77.17,0.47,3793.3,0.47,0.37
KANSAINER,EQ,205.42,0.33,16613.93,0.18,0.36
HATHWAY,EQ,10.65,0.47,1885.16,3.4,0.36
MAHLOG,EQ,403.2,-0.57,4000.65,0.09,0.36
MOLDTKPAC,EQ,692,-0.35,2299.44,0.05,0.36
SILVERAG,EQ,227.72,1.22,1198.33,0.16,0.36
NUCLEUS,EQ,700.85,-0.43,1845.01,0.05,0.36
PDSL,EQ,374,1.12,5289.94,0.1,0.36
SOUTHWEST,EQ,221,0.34,659.24,0.16,0.36
MODISONLTD,BE,356.1,5,1155.54,0.1,0.36
DCI,EQ,348.3,-4.6,571.21,0.1,0.36
SICALLOG,BE,119.64,3.38,954.55,0.29,0.35
FREDUN,EQ,1525.9,-1.41,2523.54,0.02,0.35
GANESHCP,EQ,162.04,0.93,654.85,0.22,0.35
ORKLAINDIA,EQ,545.65,-0.75,7474.82,0.06,0.35
LIQUIDBETF,EQ,1094.93,0.01,591.49,0.03,0.35
SPMLINFRA,EQ,189.53,-0.54,1594.89,0.18,0.35
JITFINFRA,EQ,310,-1.4,796.81,0.11,0.34
GEMAROMA,EQ,168,0.48,877.58,0.2,0.34
PRAVEG,EQ,263.1,-2.45,687.76,0.13,0.34
SESHAPAPER,EQ,227.61,-1.91,1435.49,0.15,0.34
AKANKSHA,SM,124.65,4.97,244.07,0.27,0.34
EPIGRAL,EQ,1103,0.42,4758.49,0.03,0.33
ROTO,EQ,65.76,-0.53,1239.22,0.51,0.33
VSTIND,EQ,215.4,-0.02,3658.81,0.15,0.33
JKIL,EQ,500.8,0.63,3789.33,0.07,0.33
GARFIBRES,EQ,748.85,-0.88,7312.4,0.04,0.33
CHEMICAL,EQ,30.96,0.52,113.02,1.05,0.33
SANGINITA,BE,56.7,5,342.16,0.58,0.33
CHEMPLASTS,EQ,181.76,-1.27,2873.8,0.18,0.33
MANAKCOAT,EQ,115.91,-0.38,1226.72,0.28,0.33
UGROCAP,EQ,92.76,-0.62,1440.45,0.34,0.32
SJLOGISTIC,SM,320.05,1.2,489.46,0.1,0.32
VGINFOTECH,SM,152.65,-2.74,379.62,0.21,0.32
BASILIC,SM,188.95,-5.97,477.38,0.17,0.32
AARON,EQ,141.64,4.56,296.69,0.22,0.32
BHARATRAS,EQ,1308.8,0.48,2175.37,0.02,0.32
WONDERLA,EQ,470.5,0.48,2986.04,0.07,0.32
BAGMANE,RR,107.4,-0.3,36516,0.29,0.31
NAMOEWASTE,ST,283.5,3.47,648.29,0.11,0.31
STLNETWORK,EQ,25.51,-1.05,1245.16,1.22,0.31
ASHIANA,EQ,363.65,0.33,3655.59,0.09,0.31
SGIL,EQ,554,-1.22,861.08,0.06,0.31
SUNDRMBRAK,BE,889,0.9,349.78,0.03,0.31
FMGOETZE,EQ,459.4,0.47,2555.74,0.07,0.31
MAHKTECH,EQ,23.47,0.26,454.64,1.32,0.31
AEROPLANE,EQ,187.01,-2.67,1936.52,0.16,0.31
EUROPRATIK,EQ,282.7,-1.64,2889.19,0.11,0.31
SUPREMEPWR,SM,191,3.41,477.33,0.16,0.3
INDOFARM,EQ,145.71,-0.05,700.16,0.21,0.3
RTNINDIA,EQ,30.03,-0.07,4150.96,1.01,0.3
FELIX,SM,185,-2.94,318.32,0.16,0.3
GEOJITFSL,EQ,80.25,-0.15,2239.96,0.37,0.3
GROWWHOSPI,EQ,53.1,0.36,144.09,0.56,0.3
HEIDELBERG,EQ,159.8,0.99,3621.28,0.19,0.3
GOCOLORS,EQ,327.65,0.05,1723.31,0.09,0.3
EMPOWER,EQ,2.14,2.39,249.05,14.28,0.3
SGBDE31III,GB,15351.11,0.29,18585.29,0,0.3
NELCAST,EQ,116.84,-0.8,1016.52,0.25,0.3
SILVERADD,EQ,225.7,1.16,1478.67,0.13,0.3
HDFCNEXT50,EQ,76.13,0.11,221.71,0.39,0.3
ONEPOINT,EQ,57.58,-1.37,1513.99,0.51,0.3
QLINE,SM,527,-1.09,1229.4,0.06,0.3
20MICRONS,EQ,189.48,-0.74,668.61,0.16,0.3
MATRIMONY,EQ,537.05,-0.25,1110.26,0.05,0.3
SINDHUTRAD,EQ,23.76,0.51,3663.62,1.24,0.3
PFIZER,EQ,4853,-0.45,22201.37,0.01,0.3
SALZERELEC,EQ,568.7,-0.27,1005.62,0.05,0.29
RAJESHEXPO,BZ,83.9,2.79,2477.23,0.34,0.29
GREENPLY,EQ,277.25,-1.32,3462.91,0.1,0.29
TTKPRESTIG,EQ,590.4,-0.92,8086.5,0.05,0.29
MANORG,EQ,448.55,-0.3,384.16,0.06,0.29
UFBL,BE,763,1.07,2984.68,0.04,0.29
HEXAGON,BE,63.99,0.02,786.55,0.45,0.29
DHANUKA,EQ,1004.9,-0.48,4479.68,0.03,0.28
GREENPANEL,EQ,173.31,-0.7,2125.26,0.16,0.28
EVINDIA,EQ,34.16,0,183.43,0.82,0.28
AHCL,EQ,14.34,-0.62,762.19,1.96,0.28
GRINFRA,EQ,869.45,-0.37,8412.84,0.03,0.28
MID150CASE,EQ,11.78,-0.25,267.97,2.35,0.28
ESSARSHPNG,EQ,16.81,-3.89,347.93,1.63,0.28
SMCGLOBAL,EQ,78.99,-0.59,1654.05,0.35,0.28
AGARIND,EQ,484.1,-0.13,724.11,0.06,0.27
PSUBNKIETF,EQ,87.64,-0.93,128.54,0.31,0.27
ROSSARI,EQ,499.4,-0.72,2766.38,0.05,0.27
TECHNVISN,EQ,4959.5,-5,3112.09,0.01,0.27
DHABRIYA,EQ,504.9,0.52,546.52,0.05,0.27
OILIETF,EQ,11.38,0.09,314.25,2.39,0.27
BIRLANU,EQ,1562,0.44,1177.89,0.02,0.27
GREENPOWER,EQ,9.45,-0.84,1108.51,2.86,0.27
FEDDERSHOL,EQ,40.49,-4.01,815.53,0.66,0.27
VIESL,SM,307.5,-1.14,757.75,0.09,0.27
MEDICAMEQ,EQ,229.5,-4.55,311.27,0.12,0.27
PONNIERODE,EQ,347.85,0.74,299.1,0.08,0.27
ARIHANT,EQ,1047.4,-0.1,1043.8,0.03,0.27
TEAMLEASE,EQ,1245.8,-0.73,2089.07,0.02,0.26
DEFENCE,EQ,82.82,0.44,163.19,0.32,0.26
JAGSNPHARM,EQ,229.44,1.28,1512.69,0.12,0.26
MAHSCOOTER,EQ,13230,-0.75,15120,0,0.26
PRATHAM,SM,118.05,-3.24,215,0.22,0.26
RMC,EQ,264.45,-0.96,279.84,0.1,0.26
HARDWYN,EQ,11.25,-0.71,769.27,2.31,0.26
GANESHBE,BE,118.55,0.76,853.43,0.22,0.26
LIBERTSHOE,EQ,241.15,1.03,410.92,0.11,0.26
KRONOX,EQ,148.71,-1.21,551.77,0.17,0.26
734IRFC28,N4,1086,-0.01,2778.76,0.02,0.26
HGS,EQ,407.85,-0.2,1897.33,0.06,0.26
MCLEODRUSS,EQ,45.41,-1.86,474.33,0.56,0.26
DPEL,SM,570.95,0.27,1425.38,0.04,0.26
HNDFDS,EQ,593.3,0.32,7188.58,0.04,0.25
RATNAMANI,EQ,2329.7,-0.95,16329.33,0.01,0.25
GROWWLIQID,EQ,110.38,0.02,135.99,0.23,0.25
AFIL,EQ,9.48,-2.07,404.56,2.65,0.25
SINGERIND,EQ,80.79,-2.92,502.67,0.31,0.25
MIDWESTLTD,EQ,1117.1,-0.76,4039.52,0.02,0.25
MIDCAPIETF,EQ,24.26,-0.29,785.37,1.03,0.25
ESAFSFB,BE,38.89,0.7,2006.79,0.64,0.25
TAC,ST,458,-1.01,963,0.05,0.25
KIRLOSIND,EQ,3810,1.48,4004.07,0.01,0.24
GUJTHEM,EQ,350.7,0.56,3821.41,0.07,0.24
DOLLAR,EQ,271.35,-0.79,1538.99,0.09,0.24
MEDIASSIST,EQ,349.4,0.2,2610.08,0.07,0.24
BALMLAWRIE,EQ,173.65,0.13,2969.48,0.14,0.24
SIMPLEXINF,EQ,246.9,-1.28,1952.86,0.1,0.24
SETFNN50,EQ,798.19,-0.18,3085.61,0.03,0.24
FOSECOIND,EQ,5531.5,-2.18,4169.23,0,0.24
PIGL,EQ,103,-3.16,216.08,0.23,0.24
MUKANDLTD,EQ,134.38,0.18,1941.73,0.18,0.24
ZUARIIND,EQ,257.35,-0.17,766.42,0.09,0.24
BSLNIFTY,EQ,28.55,-0.38,3357.88,0.84,0.24
KIRLFER,EQ,430.2,-0.49,7094.93,0.06,0.24
JAGRAN,EQ,62.57,0.18,1361.86,0.38,0.24
BHARATWIRE,EQ,188.99,0.52,1299.93,0.13,0.24
INSPIRISYS,BE,88,0.61,348.63,0.28,0.24
AKSHARCHEM,BE,291.21,-4.72,233.93,0.08,0.24
LOWVOL1,EQ,21.52,-0.28,286.67,1.1,0.24
TPHQ,EQ,0.58,18.37,63.58,42.11,0.24
LOKESHMACH,BE,336,-3.2,715.57,0.07,0.24
RANASUG,EQ,12.89,-1.23,197.95,1.83,0.24
SIL,EQ,20.19,3.06,129.88,1.12,0.23
GRAUWEIL,EQ,66.82,-0.85,3029.7,0.35,0.23
AJMERA,EQ,117.63,-0.51,2314.91,0.2,0.23
KSOLVES,EQ,273.8,-1.19,649.46,0.08,0.23
INDOCO,EQ,218.38,-0.51,2015.73,0.11,0.23
BIKEWO,ST,105.05,5,137.02,0.22,0.23
GANGAFORGE,EQ,2.49,-4.96,83.91,9.26,0.23
AYMSYNTEX,EQ,269.55,1.05,1584.63,0.09,0.23
RUSTOMJEE,EQ,371.95,0.13,4695.51,0.06,0.23
HECPROJECT,EQ,124.5,-4.27,134.94,0.18,0.23
PFS,EQ,28.4,0.18,1824.08,0.81,0.23
ELIN,EQ,102.13,0.57,507.68,0.22,0.23
NIFTYCASE,EQ,9.77,-0.51,62.91,2.35,0.23
MAKEINDIA,EQ,168.92,0.06,266.81,0.13,0.23
MSPL,EQ,33.46,-0.06,1896.5,0.68,0.23
AUTOIETF,EQ,30.42,0.13,229.11,0.74,0.22
SHERA,ST,173,1.44,422.8,0.13,0.22
TCI,EQ,910,-0.57,6991.63,0.02,0.22
DURLAX,SM,65.1,-4.19,188.35,0.34,0.22
BTML,EQ,9.05,2.61,164.44,2.47,0.22
KALPATARU,EQ,285.05,-0.42,5869.81,0.08,0.22
SML100CASE,EQ,11.21,0,95.99,1.98,0.22
SGBAUG28V,GB,15130,0.84,9607.22,0,0.22
UYFINCORP,BE,21.8,3.42,414.72,1.01,0.22
NAVKARCORP,EQ,99.34,-0.15,1495.26,0.22,0.22
SGBAUG30,GB,15289,0.85,5137.73,0,0.22
CONSUMBEES,EQ,135.22,-0.22,197.63,0.16,0.22
RITCO,EQ,291.25,-1.47,833.64,0.07,0.22
SANOFICONR,EQ,4391,-1.21,10112.75,0,0.22
HEALTHIETF,EQ,169.52,-0.12,230.91,0.13,0.22
SHANTI-RE,BE,32,36.05,14.8,0.73,0.21
KCPSUGIND,BE,31.4,2.98,356.03,0.69,0.21
SUNLITE,SM,470,1.24,648.87,0.04,0.21
SANGAMIND,EQ,590.5,-1.75,2967.06,0.04,0.21
ABSLBANETF,EQ,58.92,-0.3,2517.51,0.36,0.21
TPLPLASTEH,EQ,76.59,-0.96,597.42,0.27,0.21
WCIL,EQ,85.41,-1.32,870.8,0.25,0.21
AARVI,EQ,152.8,-0.44,226.82,0.14,0.21
EFCIL,EQ,178.49,-0.79,2640.69,0.12,0.21
SANATHAN,EQ,470.3,-0.22,3969.52,0.04,0.21
AUTOAXLES,EQ,1768.1,-0.84,2671.95,0.01,0.21
BIRLACORPN,EQ,899.1,-0.64,6923.55,0.02,0.21
CENTURYPLY,EQ,756.95,0.05,16817.38,0.03,0.21
HERANBA,EQ,170.72,0.57,683.11,0.12,0.21
SMALL250,EQ,18.34,0,82.42,1.13,0.21
PUNJABCHEM,EQ,1080.8,-1.28,1325.3,0.02,0.21
INTERNET,EQ,14.33,0.42,35.1,1.43,0.2
SAFARI,EQ,1496.3,-0.15,7331.47,0.01,0.2
VIDHIING,EQ,316.9,2.26,1582.76,0.06,0.2
PROSTARM,EQ,134,-0.29,788.92,0.15,0.2
ALPHAETF,EQ,26.74,0.26,420.08,0.75,0.2
DHANBANK,EQ,32.04,-0.93,1264.62,0.62,0.2
ROXHITECH,SM,57,-2.48,130.74,0.35,0.2
IGPL,EQ,459.65,0.29,1415.49,0.04,0.2
ONIDA,EQ,35.71,-0.22,1319.1,0.54,0.2
DENTALKART,SM,401.55,-1.34,696.43,0.05,0.2
ALEMBICLTD,EQ,86.2,-0.75,2213.46,0.23,0.2
RUSHIL,EQ,17.13,-0.46,502.62,1.14,0.19
BAJAJHCARE,EQ,326.8,-0.74,1100.1,0.06,0.19
RBZJEWEL,EQ,138.85,-1.41,555.4,0.14,0.19
BHAGCHEM,EQ,283.8,-2.09,3680.01,0.07,0.19
PNBGILTS,EQ,79.32,-0.11,1427.84,0.24,0.19
ADVENTHTL,EQ,139.85,-1.22,754.39,0.14,0.19
BRIGHOTEL,EQ,60.69,1.73,2305.26,0.31,0.19
INDOTHAI,EQ,73.23,-4.99,941.87,0.26,0.19
GROWWRAIL,EQ,29.09,-0.41,164.74,0.65,0.19
GOLD360,EQ,149,1.09,139.74,0.13,0.19
SGBMAY29I,GB,15088.02,0.35,8025.28,0,0.19
FINIETF,EQ,33.14,-0.39,214.63,0.56,0.19
PATELRMART,EQ,220.7,0.49,737.15,0.08,0.19
ESTER,EQ,99.99,-1.02,1042.85,0.18,0.19
AKIKO,SM,335,-1.47,360.78,0.06,0.18
LATTEYS,EQ,21.97,6.7,126.32,0.85,0.18
PPL,BE,271.2,-1.15,648.67,0.07,0.18
NDRAUTO,EQ,811.95,-0.62,1931.25,0.02,0.18
POEL,EQ,146.5,-9.9,450.72,0.12,0.18
SGBJUN31I,GB,15206,-0.18,11813.98,0,0.18
JKIPL,EQ,96.19,-4.53,369.23,0.19,0.18
ITIETF,EQ,34.48,-1.03,572.75,0.52,0.18
SHIVALIK,BE,254.6,-5,401,0.07,0.18
UNITECH,EQ,3.98,0.51,1040.62,4.53,0.18
EVEREADY,EQ,354.15,-0.66,2574.22,0.05,0.18
IFBAGRO,EQ,1038.35,0.88,972.63,0.02,0.18
BAHETI,SM,788,0.25,823.22,0.02,0.18
MOSILVER,EQ,231.29,0.99,1046.1,0.08,0.18
SPELS,EQ,149.89,1.76,691.25,0.12,0.18
INDIANHUME,EQ,365.35,-1.03,1924.73,0.05,0.18
NV20IETF,EQ,13.68,-0.51,176.61,1.29,0.18
EMKAY,EQ,235.23,-0.79,640.53,0.07,0.18
SRHHYPOLTD,EQ,495.45,-0.22,850.43,0.04,0.17
ADSL,EQ,111.17,-1.46,629.73,0.16,0.17
EPWINDIA,ST,204.25,-5,234.47,0.08,0.17
PATILAUTOM,SM,224.9,5,490.75,0.08,0.17
ALLTIME,EQ,213.36,-1.01,1397.67,0.08,0.17
SAPPL,EQ,292.25,5.14,258.66,0.06,0.17
SGBFEB32IV,GB,15448.99,0.53,19754.34,0,0.17
STEELXIND,EQ,10.92,0.46,1392.87,1.57,0.17
GUJAPOLLO,EQ,350.1,2.38,454.08,0.05,0.17
SHANKARA,EQ,141.31,0.19,342.67,0.12,0.17
MANBA,EQ,131.57,1.19,661,0.13,0.17
ADFFOODS,EQ,261.2,-0.48,2869.64,0.06,0.17
MUFTI,EQ,78.27,0.09,511.84,0.22,0.17
TNPL,EQ,140.4,-0.51,971.72,0.12,0.17
UHTL,ST,105,2.94,199.54,0.16,0.17
DAVANGERE,EQ,3.01,0,430.43,5.63,0.17
PROZONER,EQ,42.23,0.5,644.44,0.4,0.17
CPL,EQ,68.99,0.92,415.17,0.24,0.17
VIVIANA,BE,710,1.32,718.86,0.02,0.17
NIFTY1,EQ,270,-0.31,3536.05,0.06,0.17
AFFORDABLE,BE,172.8,-5,204.79,0.09,0.16
TCL,SM,137,2.12,333.48,0.12,0.16
TNIDETF,EQ,91.06,-0.49,173.9,0.18,0.16
NITTAGELA,EQ,1600.1,-0.45,1452.76,0.01,0.16
EBBETF0431,EQ,1445,0.19,13445.36,0.01,0.16
HDFCMID150,EQ,23.7,-0.42,204.98,0.68,0.16
